part_id,part_type,part_name,category,subcategory,oem,unit_cost,lead_time_days,compatible_models,is_active,usage_bucket,sampling_weight
P-1148,high_temp_grease,HIGH_TEMP_GREASE-73,consumable,lubricants,AtlasMotion,148.56,4,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,tail,0.0004235493434985
P-1149,belt,BELT-44,mechanical,belts,VectorMech,191.97,8,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1150,relay,RELAY-41,electrical,switchgear,HydraCore,185.03,9,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1151,solenoid_valve,SOLENOID_VALVE-44,pneumatic,valves,VectorMech,53.68,4,CONV-X200|MILL-5AX|PACK-900,True,head,0.0042354934349851
P-1152,contactor,CONTACTOR-71,electrical,switchgear,VectorMech,179.78,9,CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700,True,mid,0.0014824227022448
P-1153,frl_unit,FRL_UNIT-15,pneumatic,conditioning,HydraCore,118.33,7,CNC-4020|CNC-5100|CONV-X350|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1154,wiring_harness,WIRING_HARNESS-22,electrical,cabling,ForgeLine,222.21,4,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1155,pressure_valve,PRESSURE_VALVE-89,hydraulic,valves,ForgeLine,163.77,6,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1156,coolant_pump,COOLANT_PUMP-52,cooling,pumps,OmniDrive,102.59,11,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1157,frl_unit,FRL_UNIT-58,pneumatic,conditioning,VectorMech,186.03,10,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|MILL-3AX|MILL-5AX|PACK-900,True,head,0.0042354934349851
P-1158,tensioner,TENSIONER-91,mechanical,tensioners,OmniDrive,224.44,7,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1159,high_temp_grease,HIGH_TEMP_GREASE-31,consumable,lubricants,HydraCore,174.56,5,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1160,bearing_set,BEARING_SET-51,mechanical,bearings,OmniDrive,145.93,6,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1161,belt,BELT-57,mechanical,belts,ForgeLine,127.76,9,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1162,fluid_filter,FLUID_FILTER-62,hydraulic,filters,VectorMech,54.54,15,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1163,solenoid_valve,SOLENOID_VALVE-31,pneumatic,valves,AtlasMotion,39.52,2,CNC-5100|CONV-X200|HYD-Press-940|PACK-700|PACK-900,True,head,0.0042354934349851
P-1164,contactor,CONTACTOR-68,electrical,switchgear,ForgeLine,212.65,10,CNC-4020|CNC-5100|CONV-X200|CONV-X350|MILL-3AX|MILL-5AX|PACK-900,True,head,0.0042354934349851
P-1165,drive_chain,DRIVE_CHAIN-48,mechanical,chains,VectorMech,169.93,9,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1166,tensioner,TENSIONER-68,mechanical,tensioners,ForgeLine,119.02,3,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1167,pump,PUMP-71,hydraulic,pumps,HydraCore,126.06,4,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1168,chain_lube,CHAIN_LUBE-55,consumable,lubricants,VectorMech,198.01,6,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1169,thermostat,THERMOSTAT-12,cooling,controls,ForgeLine,53.96,5,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1170,radiator_core,RADIATOR_CORE-45,cooling,heat_exchange,HydraCore,153.03,4,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,False,head,0.0042354934349851
P-1171,frl_unit,FRL_UNIT-87,pneumatic,conditioning,OmniDrive,54.22,7,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,tail,0.0004235493434985
P-1172,coolant_pump,COOLANT_PUMP-49,cooling,pumps,OmniDrive,139.6,4,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1173,spindle_motor,SPINDLE_MOTOR-56,electromechanical,motors,VectorMech,82.32,7,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1174,shaft_seal,SHAFT_SEAL-51,mechanical,seals,ForgeLine,8.0,1,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1175,hydraulic_hose,HYDRAULIC_HOSE-26,hydraulic,hoses,AtlasMotion,62.52,6,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1176,drive_chain,DRIVE_CHAIN-74,mechanical,chains,VectorMech,144.87,12,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1177,air_line,AIR_LINE-42,pneumatic,hoses,AtlasMotion,188.61,6,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1178,chain_lube,CHAIN_LUBE-43,consumable,lubricants,OmniDrive,118.48,2,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1179,contactor,CONTACTOR-96,electrical,switchgear,ForgeLine,118.52,5,CNC-4020|CNC-5100|CONV-X350|HYD-Press-940|MILL-5AX|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1180,sensor_prox,SENSOR_PROX-88,electrical,sensors,ForgeLine,145.82,3,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-940|PACK-900,True,mid,0.0014824227022448
P-1181,spindle_motor,SPINDLE_MOTOR-73,electromechanical,motors,ForgeLine,161.55,13,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1182,fluid_filter,FLUID_FILTER-27,hydraulic,filters,VectorMech,111.3,8,HYD-Press-880|HYD-Press-940,True,tail,0.0004235493434985
P-1183,drive_chain,DRIVE_CHAIN-63,mechanical,chains,VectorMech,175.21,5,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1184,coolant_filter,COOLANT_FILTER-63,cooling,filters,AtlasMotion,137.93,7,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1185,air_line,AIR_LINE-88,pneumatic,hoses,HydraCore,127.81,3,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1186,drive_chain,DRIVE_CHAIN-92,mechanical,chains,VectorMech,121.96,8,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1187,chain_lube,CHAIN_LUBE-34,consumable,lubricants,ForgeLine,236.09,10,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1188,frl_unit,FRL_UNIT-21,pneumatic,conditioning,HydraCore,292.25,3,CNC-4020|CNC-5100|HYD-Press-880|MILL-3AX|MILL-5AX|PACK-700,True,head,0.0042354934349851
P-1189,solenoid_valve,SOLENOID_VALVE-36,pneumatic,valves,VectorMech,189.79,7,HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700,True,mid,0.0014824227022448
P-1190,idler_roller,IDLER_ROLLER-86,mechanical,rollers,AtlasMotion,295.18,3,CONV-X200|CONV-X350|PACK-700|PACK-900,False,head,0.0042354934349851
P-1191,frl_unit,FRL_UNIT-26,pneumatic,conditioning,AtlasMotion,52.82,4,CNC-4020|CNC-5100|HYD-Press-880|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1192,bearing_set,BEARING_SET-43,mechanical,bearings,AtlasMotion,8.0,4,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1193,coolant_filter,COOLANT_FILTER-77,cooling,filters,HydraCore,59.27,7,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1194,shaft_seal,SHAFT_SEAL-67,mechanical,seals,HydraCore,147.34,14,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1195,fuse,FUSE-23,electrical,protection,VectorMech,196.03,4,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1196,frl_unit,FRL_UNIT-64,pneumatic,conditioning,HydraCore,48.13,8,CNC-4020|CNC-5100|MILL-5AX|PACK-900,True,head,0.0042354934349851
P-1197,seal_kit,SEAL_KIT-26,mechanical,seals,OmniDrive,14.38,14,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1198,coolant_pump,COOLANT_PUMP-80,cooling,pumps,VectorMech,214.36,5,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1199,chain_lube,CHAIN_LUBE-77,consumable,lubricants,VectorMech,8.0,12,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1200,fuse,FUSE-65,electrical,protection,VectorMech,110.84,11,CNC-5100|HYD-Press-940|MILL-3AX|PACK-900,True,tail,0.0004235493434985
P-1201,fluid_filter,FLUID_FILTER-53,hydraulic,filters,HydraCore,8.0,4,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1202,chain_lube,CHAIN_LUBE-22,consumable,lubricants,HydraCore,120.42,7,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1203,idler_roller,IDLER_ROLLER-57,mechanical,rollers,ForgeLine,83.99,9,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1204,radiator_core,RADIATOR_CORE-18,cooling,heat_exchange,HydraCore,34.59,6,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1205,shaft_seal,SHAFT_SEAL-65,mechanical,seals,OmniDrive,129.62,9,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1206,coolant_filter,COOLANT_FILTER-26,cooling,filters,ForgeLine,176.93,2,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1207,wiring_harness,WIRING_HARNESS-81,electrical,cabling,VectorMech,8.0,12,CNC-4020|CNC-5100|CONV-X350|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1208,drive_chain,DRIVE_CHAIN-83,mechanical,chains,OmniDrive,146.59,4,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1209,seal_kit,SEAL_KIT-38,mechanical,seals,HydraCore,244.09,7,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1210,drive_chain,DRIVE_CHAIN-57,mechanical,chains,VectorMech,214.34,7,CONV-X200|CONV-X350|PACK-700|PACK-900,True,tail,0.0004235493434985
P-1211,pressure_valve,PRESSURE_VALVE-38,hydraulic,valves,VectorMech,284.86,14,HYD-Press-880|HYD-Press-940,True,mid,0.0014824227022448
P-1212,frl_unit,FRL_UNIT-89,pneumatic,conditioning,VectorMech,100.08,10,CNC-4020|CONV-X200|MILL-5AX,True,head,0.0042354934349851
P-1213,thermostat,THERMOSTAT-53,cooling,controls,ForgeLine,171.63,12,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1214,hydraulic_hose,HYDRAULIC_HOSE-82,hydraulic,hoses,AtlasMotion,42.81,9,HYD-Press-880|HYD-Press-940,True,tail,0.0004235493434985
P-1215,shaft_seal,SHAFT_SEAL-91,mechanical,seals,AtlasMotion,204.67,1,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1216,shaft_seal,SHAFT_SEAL-37,mechanical,seals,VectorMech,25.34,1,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1217,contactor,CONTACTOR-30,electrical,switchgear,ForgeLine,98.45,9,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|MILL-3AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1218,contactor,CONTACTOR-72,electrical,switchgear,HydraCore,240.19,7,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,tail,0.0004235493434985
P-1219,wiring_harness,WIRING_HARNESS-77,electrical,cabling,HydraCore,250.29,1,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-940|MILL-5AX|PACK-700,True,head,0.0042354934349851
P-1220,pump,PUMP-42,hydraulic,pumps,AtlasMotion,8.0,6,HYD-Press-880|HYD-Press-940,True,mid,0.0014824227022448
P-1221,high_temp_grease,HIGH_TEMP_GREASE-73,consumable,lubricants,OmniDrive,150.73,6,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1222,hydraulic_hose,HYDRAULIC_HOSE-58,hydraulic,hoses,AtlasMotion,8.0,6,HYD-Press-880|HYD-Press-940,True,mid,0.0014824227022448
P-1223,fluid_filter,FLUID_FILTER-81,hydraulic,filters,VectorMech,15.64,9,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1224,solenoid_valve,SOLENOID_VALVE-19,pneumatic,valves,ForgeLine,149.33,3,CNC-4020|CNC-5100|CONV-X200|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1225,tensioner,TENSIONER-24,mechanical,tensioners,ForgeLine,78.89,2,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1226,idler_roller,IDLER_ROLLER-89,mechanical,rollers,AtlasMotion,114.99,10,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1227,thermostat,THERMOSTAT-21,cooling,controls,ForgeLine,41.14,9,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1228,high_temp_grease,HIGH_TEMP_GREASE-65,consumable,lubricants,AtlasMotion,77.58,3,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1229,fuse,FUSE-60,electrical,protection,OmniDrive,111.44,2,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-940|MILL-5AX|PACK-700,True,head,0.0042354934349851
P-1230,pump,PUMP-54,hydraulic,pumps,ForgeLine,75.71,2,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1231,air_line,AIR_LINE-40,pneumatic,hoses,AtlasMotion,277.18,7,CNC-5100|CONV-X200|HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1232,air_regulator,AIR_REGULATOR-32,pneumatic,regulators,OmniDrive,64.02,7,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1233,belt,BELT-85,mechanical,belts,ForgeLine,111.01,6,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1234,fuse,FUSE-49,electrical,protection,OmniDrive,169.13,10,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1235,solenoid_valve,SOLENOID_VALVE-67,pneumatic,valves,OmniDrive,77.56,4,CNC-4020|CONV-X350|HYD-Press-880|HYD-Press-940|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1236,air_line,AIR_LINE-20,pneumatic,hoses,ForgeLine,98.0,1,CNC-4020|CONV-X200|HYD-Press-940|MILL-3AX|PACK-900,True,head,0.0042354934349851
P-1237,hydraulic_hose,HYDRAULIC_HOSE-57,hydraulic,hoses,ForgeLine,8.0,12,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1238,chain_lube,CHAIN_LUBE-53,consumable,lubricants,HydraCore,251.6,6,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1239,spindle_motor,SPINDLE_MOTOR-18,electromechanical,motors,ForgeLine,166.12,8,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1240,sensor_prox,SENSOR_PROX-46,electrical,sensors,HydraCore,366.31,11,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1241,coolant_pump,COOLANT_PUMP-26,cooling,pumps,HydraCore,109.77,3,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1242,shaft_seal,SHAFT_SEAL-81,mechanical,seals,ForgeLine,8.0,7,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1243,solenoid_valve,SOLENOID_VALVE-26,pneumatic,valves,ForgeLine,59.49,1,CNC-4020|CONV-X350|MILL-3AX|PACK-700,True,head,0.0042354934349851
P-1244,hydraulic_hose,HYDRAULIC_HOSE-53,hydraulic,hoses,AtlasMotion,68.27,2,HYD-Press-880|HYD-Press-940,True,mid,0.0014824227022448
P-1245,relay,RELAY-38,electrical,switchgear,AtlasMotion,254.97,10,CNC-4020|CNC-5100|CONV-X200|HYD-Press-880|PACK-700,True,mid,0.0014824227022448
P-1246,sensor_prox,SENSOR_PROX-14,electrical,sensors,VectorMech,119.36,12,CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1247,tensioner,TENSIONER-96,mechanical,tensioners,ForgeLine,126.19,3,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1248,contactor,CONTACTOR-46,electrical,switchgear,VectorMech,241.85,9,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1249,air_regulator,AIR_REGULATOR-74,pneumatic,regulators,HydraCore,37.02,6,CNC-4020|CNC-5100|CONV-X200|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1250,fuse,FUSE-46,electrical,protection,OmniDrive,49.95,1,CONV-X200|HYD-Press-880|MILL-3AX|PACK-900,True,head,0.0042354934349851
P-1251,tensioner,TENSIONER-38,mechanical,tensioners,OmniDrive,194.09,14,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1252,drive_chain,DRIVE_CHAIN-63,mechanical,chains,OmniDrive,8.11,9,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1253,fuse,FUSE-40,electrical,protection,ForgeLine,67.95,5,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1254,air_line,AIR_LINE-99,pneumatic,hoses,HydraCore,72.61,3,CNC-4020|MILL-3AX|MILL-5AX|PACK-700|PACK-900,True,tail,0.0004235493434985
P-1255,air_line,AIR_LINE-80,pneumatic,hoses,AtlasMotion,123.88,3,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1256,air_line,AIR_LINE-86,pneumatic,hoses,HydraCore,141.64,6,HYD-Press-880|HYD-Press-940|MILL-3AX,True,head,0.0042354934349851
P-1257,bearing_set,BEARING_SET-55,mechanical,bearings,VectorMech,100.88,3,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,tail,0.0004235493434985
P-1258,tensioner,TENSIONER-95,mechanical,tensioners,AtlasMotion,73.86,10,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1259,fuse,FUSE-18,electrical,protection,ForgeLine,160.07,3,CNC-4020|PACK-700|PACK-900,True,head,0.0042354934349851
P-1260,drive_chain,DRIVE_CHAIN-12,mechanical,chains,ForgeLine,127.95,10,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1261,shaft_seal,SHAFT_SEAL-40,mechanical,seals,ForgeLine,8.0,9,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1262,coolant_pump,COOLANT_PUMP-84,cooling,pumps,OmniDrive,66.99,9,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1263,idler_roller,IDLER_ROLLER-15,mechanical,rollers,AtlasMotion,58.94,1,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1264,idler_roller,IDLER_ROLLER-97,mechanical,rollers,AtlasMotion,8.0,7,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1265,thermostat,THERMOSTAT-90,cooling,controls,HydraCore,140.78,3,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1266,seal_kit,SEAL_KIT-68,mechanical,seals,OmniDrive,171.09,1,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1267,pump,PUMP-35,hydraulic,pumps,OmniDrive,114.71,2,HYD-Press-880|HYD-Press-940,True,tail,0.0004235493434985
P-1268,idler_roller,IDLER_ROLLER-75,mechanical,rollers,ForgeLine,67.85,7,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1269,air_line,AIR_LINE-70,pneumatic,hoses,VectorMech,51.17,5,CNC-4020|CONV-X200|HYD-Press-880|HYD-Press-940|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1270,drive_chain,DRIVE_CHAIN-61,mechanical,chains,HydraCore,200.5,4,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1271,chain_lube,CHAIN_LUBE-33,consumable,lubricants,ForgeLine,186.86,2,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1272,relay,RELAY-76,electrical,switchgear,ForgeLine,162.38,12,CNC-5100|CONV-X200|HYD-Press-880|HYD-Press-940|MILL-5AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1273,shaft_seal,SHAFT_SEAL-94,mechanical,seals,ForgeLine,8.0,3,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1274,contactor,CONTACTOR-64,electrical,switchgear,VectorMech,166.17,6,CNC-4020|CONV-X350|MILL-3AX|MILL-5AX|PACK-900,True,mid,0.0014824227022448
P-1275,drive_chain,DRIVE_CHAIN-65,mechanical,chains,VectorMech,149.69,4,CONV-X200|CONV-X350|PACK-700|PACK-900,True,mid,0.0014824227022448
P-1276,solenoid_valve,SOLENOID_VALVE-19,pneumatic,valves,OmniDrive,126.93,6,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1277,air_regulator,AIR_REGULATOR-56,pneumatic,regulators,ForgeLine,213.42,8,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-900,True,head,0.0042354934349851
P-1278,fuse,FUSE-60,electrical,protection,ForgeLine,147.01,5,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|PACK-900,True,head,0.0042354934349851
P-1279,sensor_prox,SENSOR_PROX-43,electrical,sensors,OmniDrive,80.99,5,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-940|MILL-3AX|PACK-900,True,mid,0.0014824227022448
P-1280,shaft_seal,SHAFT_SEAL-32,mechanical,seals,HydraCore,151.56,5,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1281,contactor,CONTACTOR-97,electrical,switchgear,OmniDrive,143.18,15,CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX|MILL-5AX|PACK-700,True,mid,0.0014824227022448
P-1282,pump,PUMP-40,hydraulic,pumps,AtlasMotion,189.69,5,HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1283,bearing_set,BEARING_SET-80,mechanical,bearings,ForgeLine,216.1,5,CNC-4020|CNC-5100|MILL-3AX|MILL-5AX,True,tail,0.0004235493434985
P-1284,contactor,CONTACTOR-26,electrical,switchgear,VectorMech,8.0,2,CNC-5100|CONV-X200|CONV-X350|PACK-700,True,head,0.0042354934349851
P-1285,fuse,FUSE-62,electrical,protection,HydraCore,8.0,5,CNC-5100|CONV-X350|HYD-Press-880|HYD-Press-940,True,head,0.0042354934349851
P-1286,fuse,FUSE-26,electrical,protection,ForgeLine,121.47,13,CNC-4020|HYD-Press-880|MILL-3AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1287,belt,BELT-30,mechanical,belts,AtlasMotion,146.15,6,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1288,thermostat,THERMOSTAT-54,cooling,controls,AtlasMotion,186.35,1,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,mid,0.0014824227022448
P-1289,fuse,FUSE-20,electrical,protection,ForgeLine,138.85,10,CNC-4020|CNC-5100|CONV-X200|CONV-X350|HYD-Press-880|HYD-Press-940|MILL-3AX,True,head,0.0042354934349851
P-1290,hydraulic_hose,HYDRAULIC_HOSE-84,hydraulic,hoses,VectorMech,8.0,11,HYD-Press-880|HYD-Press-940,True,mid,0.0014824227022448
P-1291,radiator_core,RADIATOR_CORE-87,cooling,heat_exchange,VectorMech,147.08,5,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,tail,0.0004235493434985
P-1292,wiring_harness,WIRING_HARNESS-13,electrical,cabling,OmniDrive,170.62,16,CNC-4020|CONV-X200|HYD-Press-940|PACK-700,True,mid,0.0014824227022448
P-1293,fan,FAN-73,cooling,air_movement,OmniDrive,134.55,7,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
P-1294,sensor_prox,SENSOR_PROX-92,electrical,sensors,ForgeLine,83.25,3,CNC-4020|CONV-X200|HYD-Press-880|HYD-Press-940|MILL-3AX|PACK-700|PACK-900,True,head,0.0042354934349851
P-1295,tensioner,TENSIONER-69,mechanical,tensioners,HydraCore,186.43,3,CONV-X200|CONV-X350|PACK-700|PACK-900,True,head,0.0042354934349851
P-1296,fan,FAN-50,cooling,air_movement,AtlasMotion,125.73,5,CNC-4020|CNC-5100|HYD-Press-940|MILL-3AX|MILL-5AX,True,head,0.0042354934349851
