ro_id,line_num,part_id,part_name,part_type,qty,unit_cost,line_cost,lead_time_days,is_primary_fix
RO000144,3,P-1031,CHAIN_LUBE-96,chain_lube,2,65.65,131.3,5,False
RO000145,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000145,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000146,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000146,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000147,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000147,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000148,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000148,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000148,3,P-1005,FAN-54,fan,2,65.94,131.88,8,False
RO000148,4,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000149,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000149,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000150,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000150,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000151,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000151,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000151,3,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000152,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000152,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000153,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000153,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000154,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000154,2,P-1003,COOLANT_FILTER-81,coolant_filter,2,73.31,146.62,5,False
RO000155,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000155,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000155,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000156,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000156,2,P-1023,CONTACTOR-26,contactor,2,41.87,83.74,3,False
RO000157,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000157,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000158,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000158,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,2,48.52,97.04,7,False
RO000159,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000159,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000160,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000160,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000161,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000161,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000162,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000162,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000163,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000163,2,P-1022,RELAY-52,relay,2,77.32,154.64,4,False
RO000164,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000164,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000165,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000165,2,P-1013,SEAL_KIT-86,seal_kit,2,63.75,127.5,6,False
RO000166,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000166,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000167,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000167,2,P-1016,AIR_LINE-91,air_line,2,62.13,124.26,13,False
RO000168,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000168,2,P-1007,FLUID_FILTER-58,fluid_filter,2,90.82,181.64,1,False
RO000169,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000169,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000170,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000170,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000171,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000171,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000172,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000172,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000173,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000173,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000174,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000174,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000174,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000175,1,P-1008,PRESSURE_VALVE-99,pressure_valve,2,37.48,74.96,3,True
RO000175,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000176,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000176,2,P-1016,AIR_LINE-91,air_line,2,62.13,124.26,13,False
RO000177,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000177,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000178,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000178,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000178,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000179,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000179,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000180,1,P-1004,RADIATOR_CORE-30,radiator_core,2,165.78,331.56,9,True
RO000180,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000181,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000181,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000182,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000182,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000182,3,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000182,4,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000183,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000183,2,P-1007,FLUID_FILTER-58,fluid_filter,2,90.82,181.64,1,False
RO000184,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000184,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000185,1,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,True
RO000185,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000186,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000186,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000187,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000187,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000188,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000188,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000189,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000189,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000190,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000190,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000191,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000191,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000192,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000192,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000193,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000193,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000194,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000194,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000195,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000195,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000196,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000196,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000197,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000197,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000198,1,P-1020,FUSE-67,fuse,2,44.8,89.6,6,True
RO000198,2,P-1021,RELAY-80,relay,2,113.56,227.12,6,False
RO000199,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000199,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000200,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000200,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000201,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000201,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000202,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000202,2,P-1006,THERMOSTAT-56,thermostat,2,66.12,132.24,4,False
RO000203,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000203,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000204,1,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,True
RO000204,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000205,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000205,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000205,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000206,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000206,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000207,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000207,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000208,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000208,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000209,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000209,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000210,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,2,62.16,124.32,4,True
RO000210,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000211,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000211,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000212,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000212,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000212,3,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,False
RO000213,1,P-1030,BELT-30,belt,2,94.54,189.08,9,True
RO000213,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000214,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000214,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000215,1,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,True
RO000215,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000216,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000216,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000217,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000217,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000218,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000218,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000219,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000219,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000220,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000220,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000221,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000221,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000222,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000222,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000223,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000223,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000224,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000224,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000224,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000225,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000225,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000225,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000226,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000226,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000227,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000227,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000228,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000228,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000229,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000229,2,P-1018,AIR_REGULATOR-18,air_regulator,2,117.94,235.88,1,False
RO000230,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000230,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000230,3,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000231,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000231,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000232,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000232,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000233,1,P-1008,PRESSURE_VALVE-99,pressure_valve,2,37.48,74.96,3,True
RO000233,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000234,1,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,True
RO000234,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000235,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000235,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000236,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000236,2,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000237,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000237,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000238,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000238,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000239,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000239,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000239,3,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000240,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,2,54.13,108.26,1,True
RO000240,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000241,1,P-1004,RADIATOR_CORE-30,radiator_core,2,165.78,331.56,9,True
RO000241,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000242,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000242,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000243,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000243,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000244,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000244,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000245,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000245,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000245,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000246,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000246,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000247,1,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,True
RO000247,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000248,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000248,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000249,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000249,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000250,1,P-1030,BELT-30,belt,2,94.54,189.08,9,True
RO000250,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000251,1,P-1022,RELAY-52,relay,1,77.32,77.32,4,True
RO000251,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000252,1,P-1020,FUSE-67,fuse,2,44.8,89.6,6,True
RO000252,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000253,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000253,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000254,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000254,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000254,3,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000255,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000255,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000255,3,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,False
RO000256,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000256,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000257,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000257,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000258,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000258,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000259,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000259,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000260,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,2,51.64,103.28,7,True
RO000260,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000260,3,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,False
RO000260,4,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000261,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000261,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000261,3,P-1031,CHAIN_LUBE-96,chain_lube,2,65.65,131.3,5,False
RO000262,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000262,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000263,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000263,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000264,1,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,True
RO000264,2,P-1021,RELAY-80,relay,2,113.56,227.12,6,False
RO000265,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000265,2,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,False
RO000266,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000266,2,P-1018,AIR_REGULATOR-18,air_regulator,2,117.94,235.88,1,False
RO000267,1,P-1026,DRIVE_CHAIN-66,drive_chain,2,94.24,188.48,4,True
RO000267,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000267,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000268,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000268,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000269,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000269,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000270,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000270,2,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000271,1,P-1022,RELAY-52,relay,2,77.32,154.64,4,True
RO000271,2,P-1023,CONTACTOR-26,contactor,2,41.87,83.74,3,False
RO000272,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000272,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000273,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000273,2,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,False
RO000274,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000274,2,P-1021,RELAY-80,relay,2,113.56,227.12,6,False
RO000275,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000275,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000276,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000276,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000276,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000277,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000277,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000278,1,P-1008,PRESSURE_VALVE-99,pressure_valve,2,37.48,74.96,3,True
RO000278,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000279,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000279,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000279,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000280,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000280,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000281,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000281,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000282,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000282,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000282,3,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000283,1,P-1005,FAN-54,fan,2,65.94,131.88,8,True
RO000283,2,P-1006,THERMOSTAT-56,thermostat,2,66.12,132.24,4,False
RO000284,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000284,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000285,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000285,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000286,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000286,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000286,3,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000286,4,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000287,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000287,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000288,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000288,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000289,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000289,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000290,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000290,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000291,1,P-1005,FAN-54,fan,2,65.94,131.88,8,True
RO000291,2,P-1006,THERMOSTAT-56,thermostat,2,66.12,132.24,4,False
RO000292,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000292,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000292,3,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000293,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
