ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at,label_all_part_ids,label_all_part_types,split
RO000695,SUV-X,6.6,16845,Driveline vibration under load,FC-DRV-19,drivetrain,highway_longhaul,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.98,189.59,2023-09-17 11:58:23,P-1027|P-1028,drive_chain|idler_roller,train
RO000840,SEDAN-B,5.8,8599,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.37,102.65,2023-09-17 19:29:47,P-1010|P-1014,hydraulic_hose_revB|seal_kit_plus,train
RO000251,TRUCK-T2,4.7,26274,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,10.1,119.19,2023-09-18 19:17:47,P-1022|P-1023,contactor|relay,train
RO000168,COUPE-R,12.4,17615,Brake pedal spongy,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.06,339.16,2023-09-19 08:12:17,P-1007|P-1011,fluid_filter|pump,train
RO000828,TRUCK-T2,0.2,29967,Driveline vibration under load,FC-DRV-19,drivetrain,high_humidity,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.28,215.72,2023-09-22 17:22:23,P-1026|P-1029|P-1031,chain_lube|drive_chain|tensioner,train
RO000455,COUPE-R,9.5,10335,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.17,124.29,2023-09-23 07:56:35,P-1015|P-1016,air_line|solenoid_valve,train
RO000271,SUV-X,15.3,10753,Unexpected power cut,FC-ELC-22,electrical_power,highway_longhaul,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.52,238.38,2023-09-27 01:23:18,P-1022|P-1023,contactor|relay,train
RO000890,SUV-Z,7.7,27433,Driveline vibration under load,FC-DRV-19,drivetrain,normal,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.21,181.54,2023-09-28 07:06:50,P-1027|P-1029|P-1031,chain_lube|drive_chain|tensioner,train
RO000991,SUV-Z,8.6,16255,Belt slipping,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,4.33,384.26,2023-10-04 18:17:14,P-1028|P-1030|P-1031,belt|chain_lube|idler_roller,train
RO000155,TRUCK-T2,6.3,5311,Drive transfer slip,FC-DRV-19,drivetrain,normal,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.2,271.55,2023-10-05 05:58:44,P-1026|P-1029|P-1031,chain_lube|drive_chain|tensioner,train
RO000993,TRUCK-T1,10.6,12309,Drive transfer slip,FC-DRV-19,drivetrain,dusty,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.35,223.77,2023-10-06 20:54:52,P-1026|P-1028,drive_chain|idler_roller,train
RO000579,SUV-Z,0.2,2326,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.03,167.03,2023-10-08 04:40:34,P-1009|P-1013,hydraulic_hose|seal_kit,train
RO000904,SUV-X,8.2,21996,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.2,175.16,2023-10-08 13:00:46,P-1001|P-1003,coolant_filter|coolant_pump,train
RO000431,TRUCK-T1,6.4,19634,Unexpected power cut,FC-ELC-22,electrical_power,highway_longhaul,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.74,200.23,2023-10-08 16:50:10,P-1020|P-1021|P-1023,contactor|fuse|relay,train
RO000044,COUPE-R,2.5,17862,Coolant leak suspected,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.62,241.1,2023-10-09 22:24:20,P-1001|P-1003|P-1005,coolant_filter|coolant_pump|fan,train
RO000362,TRUCK-T1,1.9,28136,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.52,181.54,2023-10-12 01:57:25,P-1027|P-1029|P-1031,chain_lube|drive_chain|tensioner,train
RO000532,SUV-Z,4.4,25375,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.45,289.72,2023-10-12 15:57:42,P-1028|P-1030|P-1031,belt|chain_lube|idler_roller,train
RO000928,SUV-X,9.4,6161,Control unit reset observed,FC-ELC-22,electrical_power,highway_longhaul,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.94,245.96,2023-10-12 23:32:26,P-1021|P-1024,relay|sensor_prox,train
RO000326,SUV-X,9.6,20218,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.35,210.86,2023-10-13 19:44:45,P-1001|P-1002,coolant_filter|coolant_pump,train
RO000433,SUV-Z,6.4,7533,Torque transfer delay,FC-DRV-19,drivetrain,normal,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.61,318.01,2023-10-15 03:20:03,P-1026|P-1028,drive_chain|idler_roller,train
RO000144,VAN-C,1.7,22409,Belt slipping,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,9.32,355.37,2023-10-17 10:12:03,P-1028|P-1030|P-1031,belt|chain_lube|idler_roller,train
RO000681,COUPE-R,4.6,13697,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.58,175.16,2023-10-18 00:23:10,P-1001|P-1003,coolant_filter|coolant_pump,train
RO000109,VAN-C,10.6,11246,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.07,135.6,2023-10-18 05:03:02,P-1009|P-1012,hydraulic_hose|seal_kit,train
RO000962,TRUCK-T1,11.8,7408,Belt slipping,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,8.99,224.07,2023-10-19 13:00:35,P-1028|P-1030,belt|idler_roller,train
RO000802,SEDAN-A,1.7,17430,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.94,383.8,2023-10-19 15:35:47,P-1002|P-1004,coolant_filter|radiator_core,train
RO000463,COUPE-R,9.1,18049,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.08,312.4,2023-10-20 09:36:18,P-1003|P-1004,coolant_filter|radiator_core,train
RO000660,SEDAN-B,6.5,12376,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.81,196.51,2023-10-22 03:41:14,P-1022|P-1023,contactor|relay,train
RO000774,SEDAN-A,10.1,230,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.64,132.06,2023-10-23 10:49:52,P-1005|P-1006,fan|thermostat,train
RO000282,TRUCK-T2,12.0,14237,Intermittent electrical fault,FC-ELC-22,electrical_power,city_stopgo,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.06,163.99,2023-10-24 01:12:53,P-1020|P-1022|P-1023,contactor|fuse|relay,train
RO000095,TRUCK-T2,9.5,13720,Brake pressure drop,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.46,219.12,2023-10-26 06:28:26,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000441,SEDAN-A,8.1,9578,Control unit reset observed,FC-ELC-22,electrical_power,high_temp,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,9.53,122.12,2023-10-29 09:25:30,P-1020|P-1022,fuse|relay,train
RO000035,TRUCK-T1,6.2,17729,Control unit reset observed,FC-ELC-22,electrical_power,normal,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.05,158.36,2023-10-29 13:13:40,P-1020|P-1021,fuse|relay,train
RO000647,SUV-Z,8.8,22500,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.28,241.1,2023-11-01 14:38:43,P-1001|P-1003|P-1005,coolant_filter|coolant_pump|fan,train
RO000407,COUPE-R,2.6,100,Coolant temperature high,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.28,274.79,2023-11-04 18:01:16,P-1002|P-1004,coolant_filter|radiator_core,train
RO000575,TRUCK-T2,5.9,20370,Coolant leak suspected,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.93,350.32,2023-11-05 14:43:13,P-1001|P-1003,coolant_filter|coolant_pump,train
RO000131,TRUCK-T2,13.4,15282,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.1,135.6,2023-11-06 05:24:56,P-1009|P-1012,hydraulic_hose|seal_kit,train
RO000268,TRUCK-T2,3.7,3965,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.04,210.86,2023-11-06 07:21:01,P-1001|P-1002,coolant_filter|coolant_pump,train
RO000837,TRUCK-T1,7.5,29068,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.24,484.9,2023-11-06 12:06:48,P-1028|P-1030|P-1031,belt|chain_lube|idler_roller,train
RO000241,SUV-X,8.0,16661,Radiator efficiency low,FC-CLG-11,engine_cooling,dusty,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.04,440.57,2023-11-06 20:19:33,P-1002|P-1004,coolant_filter|radiator_core,train
RO000185,SEDAN-B,13.1,25763,Torque transfer delay,FC-DRV-19,drivetrain,city_stopgo,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,8.69,314.89,2023-11-07 09:05:08,P-1028|P-1029,idler_roller|tensioner,train
RO000561,SEDAN-A,0.2,20423,Unexpected power cut,FC-ELC-22,electrical_power,city_stopgo,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.19,122.12,2023-11-08 16:42:02,P-1020|P-1022,fuse|relay,train
RO000482,SEDAN-B,0.2,14338,Brake pedal spongy,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.26,269.68,2023-11-08 17:29:12,P-1009|P-1010|P-1013|P-1014,hydraulic_hose|hydraulic_hose_revB|seal_kit|seal_kit_plus,train
RO000684,COUPE-R,5.8,34300,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.07,256.6,2023-11-10 08:01:22,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000549,COUPE-R,4.6,14275,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.16,175.16,2023-11-10 16:33:41,P-1001|P-1003,coolant_filter|coolant_pump,train
RO000394,SUV-X,1.1,17647,Drive transfer slip,FC-DRV-19,drivetrain,normal,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.17,189.59,2023-11-10 22:03:08,P-1027|P-1028,drive_chain|idler_roller,train
RO000637,SEDAN-B,3.8,18256,Brake pedal spongy,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.56,128.3,2023-11-11 15:57:50,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000166,COUPE-R,5.1,100,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.48,124.29,2023-11-12 13:08:30,P-1015|P-1016,air_line|solenoid_valve,train
RO000907,TRUCK-T1,4.9,16451,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,normal,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.69,289.72,2023-11-13 05:04:40,P-1028|P-1030|P-1031,belt|chain_lube|idler_roller,train
RO000830,SUV-X,6.5,17622,Unexpected power cut,FC-ELC-22,electrical_power,high_humidity,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.35,203.04,2023-11-13 12:49:10,P-1019|P-1021,fuse|relay,train
RO000460,COUPE-R,8.6,24906,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.54,339.16,2023-11-16 11:37:23,P-1007|P-1011,fluid_filter|pump,train
RO000861,TRUCK-T1,3.3,27154,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.52,189.59,2023-11-16 13:15:08,P-1027|P-1028,drive_chain|idler_roller,train
RO000683,SEDAN-B,5.7,7045,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,0.5,124.29,2023-11-17 18:07:15,P-1015|P-1016,air_line|solenoid_valve,train
RO000138,TRUCK-T1,3.2,2148,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.91,206.2,2023-11-18 23:52:34,P-1029|P-1030,belt|tensioner,train
RO000894,COUPE-R,5.8,29043,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,high_temp,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,8.65,150.37,2023-11-19 07:13:13,P-1029|P-1030,belt|tensioner,train
RO000854,SEDAN-B,4.8,17372,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.43,248.34,2023-11-21 03:27:46,P-1007|P-1011,fluid_filter|pump,train
RO000956,TRUCK-T1,11.7,10168,Intake actuator delayed,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.04,205.25,2023-11-22 00:26:33,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000714,TRUCK-T1,6.5,4996,Brake pressure drop,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.71,156.78,2023-11-22 11:40:43,P-1010|P-1014,hydraulic_hose_revB|seal_kit_plus,train
RO000643,TRUCK-T2,6.4,7945,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.17,135.6,2023-11-24 04:37:40,P-1009|P-1012,hydraulic_hose|seal_kit,train
RO000795,VAN-C,6.3,9273,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.86,363.73,2023-11-24 08:51:30,P-1007|P-1009|P-1011|P-1013,fluid_filter|hydraulic_hose|pump|seal_kit,train
RO000123,TRUCK-T1,12.2,3959,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.09,198.0,2023-11-24 11:30:21,P-1005|P-1006,fan|thermostat,train
RO000039,SUV-Z,5.7,20712,Belt slipping,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.45,224.07,2023-11-24 19:35:22,P-1028|P-1030,belt|idler_roller,train
RO000718,SEDAN-A,4.2,20953,Coolant temperature high,FC-CLG-11,engine_cooling,normal,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.14,239.09,2023-11-24 21:11:55,P-1003|P-1004,coolant_filter|radiator_core,train
RO000724,SUV-Z,8.9,15847,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_temp,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.67,124.29,2023-11-25 18:32:30,P-1015|P-1016,air_line|solenoid_valve,train
RO000662,COUPE-R,5.4,4233,Brake pressure drop,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.86,128.3,2023-11-28 02:22:46,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000350,SUV-X,6.3,16608,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.6,155.43,2023-11-30 03:34:44,P-1021|P-1023,contactor|relay,train
RO000501,VAN-C,9.3,4965,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_temp,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.09,205.25,2023-12-02 19:13:16,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000534,SUV-X,8.4,13088,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.77,186.42,2023-12-05 11:00:50,P-1015|P-1016,air_line|solenoid_valve,train
RO000697,SEDAN-A,11.0,19461,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.28,158.36,2023-12-06 12:32:21,P-1020|P-1021,fuse|relay,train
RO000729,SUV-X,2.1,17909,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.27,185.36,2023-12-07 01:20:29,P-1028|P-1029,idler_roller|tensioner,train
RO000021,SUV-Z,1.1,15548,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.38,128.3,2023-12-07 20:37:53,P-1007|P-1008,fluid_filter|pressure_valve,train
RO000315,TRUCK-T2,13.8,9486,Coolant leak suspected,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.97,241.1,2023-12-08 16:46:41,P-1001|P-1003|P-1005,coolant_filter|coolant_pump|fan,train
RO000725,VAN-C,13.4,2486,Radiator efficiency low,FC-CLG-11,engine_cooling,high_humidity,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.73,198.0,2023-12-09 08:12:50,P-1005|P-1006,fan|thermostat,train
RO000945,COUPE-R,4.5,17636,Torque transfer delay,FC-DRV-19,drivetrain,dusty,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.47,409.13,2023-12-10 19:02:11,P-1026|P-1028|P-1029,drive_chain|idler_roller|tensioner,train
RO000072,COUPE-R,2.2,32064,Intake actuator delayed,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,1.6,267.38,2023-12-11 03:58:24,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000952,VAN-C,6.3,15734,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.0,286.21,2023-12-12 06:11:26,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000423,TRUCK-T1,4.4,12580,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.72,198.18,2023-12-12 17:25:20,P-1005|P-1006,fan|thermostat,train
RO000338,TRUCK-T1,5.3,12426,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,9.65,241.19,2023-12-13 06:17:11,P-1028|P-1029,idler_roller|tensioner,train
RO000953,SEDAN-B,6.1,16717,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,8.66,150.37,2023-12-15 01:35:39,P-1029|P-1030,belt|tensioner,train
RO000921,SEDAN-B,0.5,7604,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,normal,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,8.63,135.6,2023-12-15 20:59:12,P-1009|P-1012,hydraulic_hose|seal_kit,train
RO000978,TRUCK-T2,3.5,11691,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.28,405.86,2023-12-18 00:24:48,P-1007|P-1011,fluid_filter|pump,train
RO000676,VAN-C,6.2,20363,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.36,143.52,2023-12-19 12:25:32,P-1022|P-1024,relay|sensor_prox,train
RO000500,SEDAN-B,8.3,2499,Drive transfer slip,FC-DRV-19,drivetrain,high_humidity,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.44,318.01,2023-12-20 20:19:51,P-1026|P-1028,drive_chain|idler_roller,train
RO000702,TRUCK-T1,7.0,8318,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,9.68,198.18,2023-12-22 18:06:44,P-1005|P-1006,fan|thermostat,train
RO000339,COUPE-R,7.8,18440,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.56,210.86,2023-12-24 06:40:38,P-1001|P-1002,coolant_filter|coolant_pump,train
RO000924,COUPE-R,5.9,17364,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.47,274.79,2023-12-24 20:03:51,P-1002|P-1004,coolant_filter|radiator_core,train
RO000019,SUV-X,8.6,32523,Drive transfer slip,FC-DRV-19,drivetrain,high_temp,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.52,245.42,2023-12-26 06:03:10,P-1027|P-1028|P-1029,drive_chain|idler_roller|tensioner,train
RO000546,VAN-C,5.7,20380,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,normal,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.3,248.34,2023-12-28 18:00:33,P-1007|P-1011,fluid_filter|pump,train
RO000462,TRUCK-T1,15.6,19524,Belt slipping,FC-ACC-09,conveyor_like_accessory,normal,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,1.98,150.37,2024-01-01 10:25:35,P-1029|P-1030,belt|tensioner,train
RO000260,COUPE-R,15.1,9898,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.44,295.33,2024-01-02 01:22:16,P-1007|P-1008|P-1009|P-1013,fluid_filter|hydraulic_hose|pressure_valve|seal_kit,train
RO000622,COUPE-R,6.1,36154,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.49,205.25,2024-01-02 18:20:46,P-1015|P-1016|P-1017,air_line|frl_unit|solenoid_valve,train
RO000148,TRUCK-T2,6.3,13088,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.68,373.16,2024-01-03 01:59:55,P-1001|P-1003|P-1005|P-1006,coolant_filter|coolant_pump|fan|thermostat,train
RO000659,SUV-X,3.6,23968,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.5,179.14,2024-01-04 18:26:31,P-1009|P-1013,hydraulic_hose|seal_kit,train
RO000518,SUV-X,1.5,22353,Control unit reset observed,FC-ELC-22,electrical_power,high_temp,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.16,166.8,2024-01-05 13:45:12,P-1019|P-1022,fuse|relay,train
RO000334,SEDAN-A,7.7,14624,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.45,248.34,2024-01-07 02:07:18,P-1007|P-1011,fluid_filter|pump,train
RO000495,COUPE-R,3.4,8384,Control unit reset observed,FC-ELC-22,electrical_power,dusty,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.05,208.63,2024-01-07 16:01:35,P-1021|P-1025,relay|wiring_harness,train
RO000831,TRUCK-T2,3.0,15685,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.65,155.43,2024-01-08 09:28:46,P-1021|P-1023,contactor|relay,train
