ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at,label_all_part_ids,label_all_part_types,split
RO001777,PACK-900,10.6,24896,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_temp,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,6.49,212.69,2023-07-07T10:04:15,P-1082,frl_unit,train
RO001778,CNC-5100,4.9,13240,Heat exchanger inefficiency warning,FC-CLG-11,cooling,high_temp,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.7,160.32,2024-06-01T10:35:02,P-1204|P-1296,fan|radiator_core,train
RO001779,CONV-X200,3.0,1926,Actuator response delayed,FC-PNE-07,pneumatic,high_humidity,Observed: Actuator response delayed. Inspected pneumatic subsystem. Replaced primary component and vrfd normal operation.,2.74,344.03,2024-08-15T16:13:55,P-1057|P-1138|P-1341,air_line|frl_unit,train
RO001780,CNC-5100,7.9,18167,Intermittent sensor fault,FC-ELC-22,electrical,high_temp,,3.2,214.96,2025-09-23T08:54:19,P-1253|P-1278,fuse,train
RO001781,MILL-3AX,6.8,14733,Unexpected motor stop fault,FC-ELC-22,electrical,high_temp,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,4.39,252.1,2025-01-15T17:43:42,P-1039|P-1114,relay|sensor_prox,train
RO001782,CNC-4020,2.7,6422,Coolant temperature high,FC-CLG-11,cooling,dusty,Observed: Coolant temperature high. Inspected cooling subsystem. Replaced primary component and verified normal operation.,3.85,463.15,2024-12-15T17:24:00,P-1118|P-1213,coolant_filter|thermostat,train
RO001783,MILL-5AX,4.3,11577,Insufficient coolant flow alarm,FC-CLG-11,cooling,normal,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,3.22,125.73,2024-05-20T21:21:51,P-1296,fan,train
RO001784,PACK-900,6.6,18045,Intermittent sensor fault,FC-ELC-22,electrical,24x7_duty,Observed: Intermittent sensor fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,4.6,206.31,2025-12-07T18:36:33,P-1144|P-1217,contactor|fuse,val
RO001785,PACK-900,5.6,11649,Intermittent conveyor jerk,FC-CON-09,conveyor,24x7_duty,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,3.23,195.8,2024-10-10T21:11:05,P-1260|P-1268,drive_chain|idler_roller,train
RO001786,HYD-Press-940,10.9,25800,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,normal,Observed: Hydraulic presure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,8.85,143.3,2025-01-26T04:38:40,P-1182|P-1237|P-1290,fluid_filter|hydraulic_hose,train
RO001787,CONV-X350,9.4,19285,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_humidity,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,1.81,275.22,2025-09-23T12:53:56,P-1057|P-1066|P-1307,air_line|frl_unit,train
RO001788,CNC-5100,8.7,20739,Spindle overheating at high RPM,FC-SPN-17,spindle,24x7_duty,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,9.83,418.12,2023-03-24T15:50:09,P-1083|P-1137|P-1273,bearing_set|high_temp_grease|shaft_seal,train
RO001789,PACK-700,6.4,13455,Air pressure fluctuation in line,FC-PNE-07,pneumatic,dusty,Observed: Air presure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,2.95,127.81,2023-12-25T02:13:02,P-1185,air_line,train
RO001790,PACK-700,9.0,19292,Intermittent conveyor jerk,FC-CON-09,conveyor,dusty,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.0,337.38,2023-04-07T09:43:27,P-1165|P-1348,chain_lube|drive_chain,train
RO001791,MILL-3AX,9.5,19773,Insufficient coolant flow alarm,FC-CLG-11,cooling,normal,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. rplcd primary component and vrfd normal operation.,6.17,618.85,2023-04-15T15:55:21,P-1104|P-1128|P-1139|P-1193,coolant_filter|coolant_pump|fan|high_temp_grease,train
RO001792,MILL-3AX,8.9,16236,Unexpected motor stop fault,FC-ELC-22,electrical,high_humidity,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.25,457.19,2025-07-16T20:17:49,P-1150|P-1154|P-1250,fuse|relay|wiring_harness,train
RO001793,MILL-3AX,0.9,1625,Abnormal spindle temperature alarm,FC-SPN-17,spindle,high_humidity,Observed: Abnormal spindle temperature alarm. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.54,197.07,2023-10-04T00:21:26,P-1083,high_temp_grease,train
RO001794,CONV-X200,9.5,19314,Pneumatic valve not switching,FC-PNE-07,pneumatic,normal,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.07,110.98,2025-03-08T06:34:44,P-1171|P-1311,frl_unit|solenoid_valve,train
RO001795,PACK-900,8.7,19602,Line speed not maintained,FC-CON-09,conveyor,24x7_duty,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,6.03,965.64,2025-02-25T04:21:24,P-1011|P-1144|P-1161,belt|chain_lube|fuse,train
RO001796,CONV-X200,13.2,29241,Pneumatic valve not switching,FC-PNE-07,pneumatic,24x7_duty,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.86,1127.56,2023-06-08T02:40:39,P-1082|P-1138|P-1229|P-1255,air_line|frl_unit|fuse,train
RO001797,CONV-X200,4.4,7844,Control cabinet overheating trip,FC-ELC-22,electrical,24x7_duty,Observed: Control cabinet overheating trip. Inspected electrical subsystem. Replaced primary component and verified normal operation.,4.78,452.37,2025-04-08T22:48:16,P-1026|P-1027|P-1088|P-1217,contactor|fluid_filter|fuse|relay,train
RO001798,HYD-Press-880,9.7,19486,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_humidity,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,4.94,855.88,2024-01-29T05:40:06,P-1094|P-1127|P-1178,chain_lube|hydraulic_hose|seal_kit,train
RO001799,HYD-Press-880,5.1,10965,Hydraulic force below setpoint,FC-HYD-04,hydraulic,normal,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,6.03,181.64,2026-01-01T20:32:26,P-1024|P-1327,fluid_filter|hydraulic_hose,val
RO001800,PACK-700,7.5,18150,Control cabinet overheating trip,FC-ELC-22,electrical,24x7_duty,Observed: Control cabinet overheating trip. Inspected electrical subsystem. rplcd primary component and vrfd normal operation.,3.83,522.81,2023-04-24T11:13:28,P-1219|P-1343,fuse|wiring_harness,train
RO001801,MILL-5AX,8.6,14507,Spindle overheating at high RPM,FC-SPN-17,spindle,high_temp,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,4.67,95.33,2024-11-05T19:40:42,P-1032|P-1047,bearing_set|shaft_seal,train
RO001802,PACK-900,4.6,8983,Pneumatic valve not switching,FC-PNE-07,pneumatic,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.33,298.14,2024-12-14T16:25:08,P-1050|P-1341,air_line|air_regulator,train
RO001803,MILL-5AX,4.4,10880,Heat exchanger inefficiency warning,,cooling,normal,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,3.7,563.75,2025-11-24T23:19:31,P-1030|P-1118|P-1296,coolant_filter|fan|radiator_core,val
RO001804,CNC-5100,3.4,5401,Heat exchanger inefficiency warning,FC-CLG-11,cooling,dusty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.79,168.53,2023-01-10T12:32:28,P-1025|P-1074,coolant_filter|radiator_core,train
RO001805,CONV-X200,4.6,11363,Pneumatic valve not switching,FC-PNE-07,pneumatic,24x7_duty,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,2.03,424.47,2025-06-18T03:15:54,P-1107|P-1185|P-1323,air_line|high_temp_grease,train
RO001806,CONV-X200,11.3,25488,Line speed not maintained,FC-CON-09,conveyor,high_humidity,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.88,358.5,2024-06-29T06:55:40,P-1087|P-1178|P-1247,chain_lube|idler_roller|tensioner,train
RO001807,CONV-X200,8.2,18983,Line speed not maintained,FC-CON-09,conveyor,high_humidity,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.07,327.09,2024-07-06T05:19:08,P-1141|P-1168,belt|chain_lube,train
RO001808,PACK-700,5.2,10256,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_humidity,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.62,219.7,2026-05-07T07:44:37,P-1088|P-1235,fluid_filter|solenoid_valve,test
RO001809,CNC-4020,9.1,19900,Intermittent sensor fault,FC-ELC-22,electrical,dusty,Observed: Intermittent sensor fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,4.07,335.87,2024-07-02T20:09:23,P-1253|P-1326,fuse|relay,train
RO001810,PACK-900,8.9,19189,Line speed not maintained,FC-CON-09,conveyor,high_humidity,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,1.92,391.99,2023-05-17T04:55:47,P-1060|P-1301,chain_lube|drive_chain,train
RO001811,CONV-X350,5.5,15237,Conveyor slipping under load,FC-CON-09,conveyor,normal,,4.33,649.34,2023-12-31T20:49:35,P-1111|P-1297|P-1319,belt|chain_lube|idler_roller,train
RO001812,CNC-4020,5.1,11671,Heat exchanger inefficiency warning,FC-CLG-11,cooling,dusty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. rplcd primary component and verified normal operation.,5.56,388.06,2024-02-11T16:15:45,P-1036|P-1168|P-1227,chain_lube|coolant_filter|thermostat,train
RO001813,CNC-5100,5.1,13443,Control cabinet overheating trip,FC-ELC-22,electrical,high_temp,,3.91,177.29,2025-10-29T15:17:57,P-1027|P-1229,fuse|relay,val
RO001814,HYD-Press-880,3.7,9681,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_humidity,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,6.07,173.82,2025-09-04T03:02:59,P-1175|P-1182,fluid_filter|hydraulic_hose,train
RO001815,CONV-X200,6.5,12471,Conveyor slipping under load,FC-CON-09,conveyor,high_humidity,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.66,446.42,2025-07-16T02:10:04,P-1247|P-1268,idler_roller|tensioner,train
RO001816,PACK-900,6.6,15732,Line speed not maintained,FC-CON-09,conveyor,normal,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,3.24,415.6,2024-12-06T04:40:40,P-1190|P-1202,chain_lube|idler_roller,train
RO001817,PACK-700,5.0,9656,Control cabinet overheating trip,FC-ELC-22,electrical,high_humidity,Observed: Control cabinet overheating trip. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.32,241.0,2023-12-16T06:04:16,P-1114|P-1144|P-1284,contactor|fuse|relay,train
RO001818,MILL-3AX,5.0,10634,Abnormal spindle temperature alarm,FC-SPN-17,spindle,high_humidity,Observed: Abnormal spindle temperature alarm. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.38,247.13,2023-03-04T05:10:33,P-1181|P-1228|P-1273,high_temp_grease|shaft_seal|spindle_motor,train
RO001819,HYD-Press-880,8.3,15136,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_humidity,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.42,284.86,2024-03-09T07:10:38,P-1211,pressure_valve,train
RO001820,CONV-X350,12.2,29064,Conveyor slipping under load,FC-CON-09,conveyor,high_temp,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and vrfd normal operation.,4.27,285.91,2025-10-17T04:40:46,P-1112|P-1233,belt|idler_roller,val
RO001821,CONV-X350,8.5,19241,Conveyor slipping under load,FC-CON-09,conveyor,high_humidity,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.5,126.19,2025-03-12T19:24:50,P-1247,tensioner,train
RO001822,CONV-X350,0.2,2443,Air pressure fluctuation in line,FC-PNE-07,pneumatic,24x7_duty,Observed: Air presure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.82,514.2,2024-09-17T07:29:51,P-1050|P-1057|P-1148,air_regulator|frl_unit|high_temp_grease,train
RO001823,MILL-5AX,4.8,9170,Abnormal spindle temperature alarm,FC-SPN-17,spindle,24x7_duty,Observed: Abnormal spindle temperature alarm. Inspected spndl subsystem. Replaced primary component and verified normal operation.,5.37,779.46,2025-02-11T22:34:19,P-1028|P-1069,high_temp_grease|shaft_seal,train
RO001824,MILL-3AX,5.2,9496,Thermal trip during long cycle,FC-SPN-17,spindle,high_temp,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,7.02,528.85,2024-12-21T03:32:45,P-1006|P-1028|P-1228,bearing_set|high_temp_grease|shaft_seal,train
RO001825,HYD-Press-880,8.8,18898,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_temp,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,9.38,145.67,2025-08-27T20:37:18,P-1024|P-1175,hydraulic_hose,train
RO001826,CNC-5100,5.4,11324,Insufficient coolant flow alarm,FC-CLG-11,cooling,24x7_duty,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,4.59,222.73,2023-05-11T01:58:22,P-1135|P-1184,coolant_filter|fan,train
RO001827,PACK-700,8.8,20619,Line speed not maintained,FC-CON-09,conveyor,high_humidity,Observed: Line speed not maintained. Inspected conv subsystem. Replaced primary component and verified normal operation.,5.15,304.33,2024-07-04T01:47:40,P-1178|P-1319,belt|chain_lube,train
RO001828,PACK-900,6.6,12106,Control cabinet overheating trip,,electrical,high_humidity,Observed: Control cabinet overheating trip. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.57,333.28,2023-02-11T23:20:28,P-1027|P-1259|P-1317,fuse|relay,train
RO001829,PACK-900,11.4,26903,Actuator response delayed,FC-PNE-07,pneumatic,high_temp,Observed: Actuator response delayed. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.96,229.09,2023-09-12T16:30:20,P-1163|P-1302,frl_unit|solenoid_valve,train
RO001830,CONV-X350,5.8,12735,Air pressure fluctuation in line,FC-PNE-07,pneumatic,dusty,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.26,446.46,2024-02-24T15:21:02,P-1057|P-1108|P-1300|P-1307,air_line|fluid_filter|frl_unit,train
RO001831,PACK-900,10.6,21809,Air pressure fluctuation in line,FC-PNE-07,pneumatic,normal,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,5.39,240.74,2025-09-23T00:00:54,P-1269|P-1302,air_line|frl_unit,train
RO001832,MILL-3AX,5.4,14257,Coolant temperature high,FC-CLG-11,cooling,high_humidity,Observed: Coolant temperature high. Inspected cooling subsystem. Replaced primary component and verified normal operation.,4.99,380.16,2025-09-03T11:12:27,P-1003|P-1054|P-1128,coolant_filter|fan|radiator_core,train
RO001833,CONV-X350,4.8,10003,Line speed not maintained,FC-CON-09,conveyor,high_humidity,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.31,8.0,2024-12-01T16:55:02,P-1305,belt,train
RO001834,HYD-Press-940,5.5,12139,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_humidity,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,5.84,24.0,2023-03-24T03:07:30,P-1132|P-1201|P-1290,fluid_filter|hydraulic_hose|pump,train
RO001835,MILL-5AX,12.3,30535,Spindle overheating at high RPM,FC-SPN-17,spindle,24x7_duty,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,9.77,355.05,2025-10-09T04:55:54,P-1107|P-1221|P-1242,high_temp_grease|shaft_seal,train
RO001836,PACK-900,6.6,13795,Conveyor slipping under load,FC-CON-09,conveyor,dusty,Observed: Conveyor slipping under load. Inspected conv subsystem. Replaced primary component and verified normal operation.,2.73,891.21,2025-09-09T03:21:41,P-1095|P-1112|P-1129,belt|chain_lube|idler_roller,train
RO001837,CONV-X200,11.6,27195,Air pressure fluctuation in line,FC-PNE-07,pneumatic,24x7_duty,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,5.78,372.3,2023-12-05T00:57:46,P-1125|P-1249,air_regulator|fuse,train
RO001838,HYD-Press-940,6.3,10695,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,dusty,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,4.73,732.27,2024-10-25T21:52:17,P-1209,seal_kit,train
RO001839,MILL-5AX,7.2,14899,Thermal trip during long cycle,FC-SPN-17,spindle,24x7_duty,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,6.12,82.32,2026-02-12T17:56:04,P-1173,spindle_motor,val
RO001840,CNC-4020,8.0,19424,Coolant temperature high,FC-CLG-11,cooling,dusty,,4.04,102.59,2023-11-28T07:33:09,P-1156,coolant_pump,train
RO001841,CNC-5100,3.1,5600,Insufficient coolant flow alarm,FC-CLG-11,cooling,dusty,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,3.39,353.3,2023-09-11T18:53:45,P-1063|P-1288,coolant_filter|thermostat,train
RO001842,MILL-5AX,8.8,19352,Coolant temperature high,FC-CLG-11,cooling,normal,Observed: Coolant temperature high. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.66,149.71,2024-07-07T19:33:01,P-1123|P-1296,coolant_pump|fan,train
RO001843,HYD-Press-880,9.2,23504,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_temp,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.1,352.29,2024-11-15T05:45:35,P-1127|P-1175,hydraulic_hose,train
RO001844,CNC-5100,0.2,877,Heat exchanger inefficiency warning,FC-CLG-11,cooling,24x7_duty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.12,422.64,2025-12-18T14:37:12,P-1025|P-1055|P-1293,coolant_filter|fan,val
RO001845,MILL-5AX,6.6,14692,Heat exchanger inefficiency warning,FC-CLG-11,cooling,high_temp,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,3.85,369.92,2025-06-01T21:25:10,P-1055|P-1068|P-1073|P-1074,chain_lube|coolant_filter|fan|radiator_core,train
RO001846,CONV-X200,8.7,20465,Intermittent conveyor jerk,FC-CON-09,conveyor,dusty,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,3.48,161.61,2024-04-28T15:37:46,P-1045|P-1203,idler_roller,train
RO001847,MILL-3AX,5.9,12454,Coolant temperature high,FC-CLG-11,cooling,dusty,,3.44,140.78,2023-04-02T07:55:49,P-1265,thermostat,train
RO001848,HYD-Press-880,3.5,7722,Unexpected motor stop fault,,electrical,high_temp,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.27,235.3,2025-06-04T19:53:35,P-1136,contactor,train
RO001849,CNC-4020,5.2,9476,Unexpected motor stop fault,FC-ELC-22,electrical,normal,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.51,338.22,2025-05-05T15:14:59,P-1245|P-1294,relay|sensor_prox,train
RO001850,CNC-4020,4.7,9783,Insufficient coolant flow alarm,FC-CLG-11,cooling,24x7_duty,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,4.82,121.37,2025-03-12T01:43:58,P-1016|P-1128|P-1347,coolant_filter|fan|radiator_core,train
RO001851,CONV-X350,10.7,22241,Air pressure fluctuation in line,FC-PNE-07,pneumatic,24x7_duty,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,7.04,243.15,2024-10-02T11:42:48,P-1057|P-1153,frl_unit,train
RO001852,MILL-3AX,9.3,23737,Heat exchanger inefficiency warning,FC-CLG-11,cooling,high_temp,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.54,759.21,2026-04-04T01:24:33,P-1184|P-1296|P-1336,coolant_filter|fan|fluid_filter,test
RO001853,CONV-X200,6.3,12208,Actuator response delayed,FC-PNE-07,pneumatic,high_humidity,Observed: Actuator response delayed. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.21,932.73,2026-05-03T01:47:58,P-1157|P-1177,air_line|frl_unit,test
RO001854,CONV-X350,11.5,25213,Air pressure fluctuation in line,FC-PNE-07,pneumatic,normal,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.63,371.64,2024-05-03T19:34:44,P-1255,air_line,train
RO001855,CONV-X200,7.6,17169,Intermittent sensor fault,FC-ELC-22,electrical,normal,Observed: Intermittent sensor fault. Inspected electrical subsystem. rplcd primary component and verified normal operation.,3.09,24.0,2023-12-03T12:24:54,P-1338,contactor,train
RO001856,PACK-900,8.5,17234,Unexpected motor stop fault,FC-ELC-22,electrical,dusty,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.69,394.76,2024-11-12T05:56:53,P-1078|P-1144,fuse|sensor_prox,train
RO001857,CNC-4020,7.9,17674,Insufficient coolant flow alarm,FC-CLG-11,cooling,high_humidity,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,3.82,363.45,2026-04-16T12:30:46,P-1133|P-1184|P-1296,coolant_filter|coolant_pump|fan,test
RO001858,HYD-Press-880,8.2,16651,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_humidity,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,5.33,86.93,2025-06-30T20:07:04,P-1109|P-1197,fluid_filter|seal_kit,train
RO001859,MILL-3AX,7.9,15222,Spindle overheating at high RPM,FC-SPN-17,spindle,high_humidity,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,6.28,297.49,2024-09-24T15:54:58,P-1160|P-1280,bearing_set|shaft_seal,train
RO001860,PACK-700,1.1,1115,Pneumatic valve not switching,FC-PNE-07,pneumatic,normal,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.17,94.85,2025-04-12T19:27:44,P-1081|P-1191,air_regulator|frl_unit,train
RO001861,PACK-900,2.2,4169,Line speed not maintained,FC-CON-09,conveyor,normal,Observed: Line speed not maintained. Inspected convyor subsystem. Replaced primary component and verified normal operation.,5.75,290.78,2025-07-07T11:30:49,P-1199|P-1297|P-1315,chain_lube|idler_roller,train
RO001862,MILL-5AX,3.2,6418,Abnormal spindle temperature alarm,FC-SPN-17,spindle,high_humidity,Observed: Abnormal spindle temperature alarm. Inspected spindle subsystem. Replaced primary component and verified normal operation.,8.02,145.93,2023-10-17T15:40:42,P-1160,bearing_set,train
RO001863,MILL-3AX,3.8,10875,Abnormal spindle temperature alarm,FC-SPN-17,spindle,high_humidity,Observed: Abnormal spindle temperature alarm. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.57,647.15,2024-07-15T15:28:26,P-1137|P-1273,bearing_set|shaft_seal,train
RO001864,HYD-Press-880,7.3,18384,Pressure unstable during press cycle,FC-HYD-04,hydraulic,24x7_duty,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.16,308.9,2026-06-23T10:58:47,P-1126|P-1127,hydraulic_hose,test
RO001865,HYD-Press-880,8.9,21172,Pressure unstable during press cycle,FC-HYD-04,hydraulic,normal,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,6.94,70.96,2026-05-20T02:18:29,P-1043|P-1223,fluid_filter|seal_kit,test
RO001866,CNC-5100,4.7,9928,Control cabinet overheating trip,FC-ELC-22,electrical,high_humidity,Observed: Control cabinet overheating trip. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.8,420.45,2024-11-14T18:46:16,P-1026|P-1092|P-1218,contactor|fuse|relay,train
RO001867,CONV-X350,3.8,7205,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_temp,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. rplcd primary component and verified normal operation.,0.5,331.01,2023-08-05T23:35:06,P-1177|P-1307,air_line|frl_unit,train
RO001868,MILL-5AX,6.0,14809,Insufficient coolant flow alarm,FC-CLG-11,cooling,high_humidity,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,2.48,325.6,2026-02-24T04:08:09,P-1055|P-1193|P-1296,coolant_filter|fan,test
RO001869,CONV-X350,5.6,16716,Conveyor slipping under load,,conveyor,normal,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.11,104.61,2026-05-04T15:28:21,P-1058,tensioner,test
RO001870,CONV-X200,11.1,22598,Actuator response delayed,FC-PNE-07,pneumatic,high_temp,Observed: Actuator response delayed. Inspected pneumatic subsystem. rplcd primary component and vrfd normal operation.,5.51,132.82,2025-05-30T07:00:39,P-1057|P-1119,air_regulator|frl_unit,train
RO001871,HYD-Press-880,3.5,8421,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,normal,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.92,361.17,2024-03-05T11:55:32,P-1162|P-1209|P-1237,fluid_filter|hydraulic_hose|seal_kit,train
RO001872,HYD-Press-940,8.8,18739,Hydraulic force below setpoint,FC-HYD-04,hydraulic,high_humidity,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.0,382.46,2024-11-02T03:06:11,P-1077|P-1201|P-1211,fluid_filter|hydraulic_hose|pressure_valve,train
RO001873,HYD-Press-880,7.9,18578,Hydraulic force below setpoint,FC-HYD-04,hydraulic,24x7_duty,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.47,292.86,2025-07-21T01:50:18,P-1201|P-1211,fluid_filter|pressure_valve,train
RO001874,CNC-4020,9.8,24142,Heat exchanger inefficiency warning,FC-CLG-11,cooling,high_humidity,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,4.9,405.1,2025-07-05T07:22:41,P-1042|P-1227|P-1296,coolant_filter|fan|thermostat,train
RO001875,HYD-Press-940,7.1,13991,Control cabinet overheating trip,FC-ELC-22,electrical,24x7_duty,Observed: Control cabinet overheating trip. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.6,123.65,2026-01-23T22:39:19,P-1117,contactor,val
